AGV Type,AGV Number,Task arrive time,FGM Task begin time,FGM Task Finish time,CGM1 Task beign time,CGM1 Task finish time,CGM2 Task beign time,CGM2 Task finish time,CGM3 Task beign time,CGM3 Task finish time
I,1,4:59:27,5:03:43,5:07:53,5:03:36,5:08:39,5:03:38,5:08:37,5:04:17,5:10:02
I,1,5:08:57,5:08:57,5:13:27,5:08:57,5:13:08,5:08:57,5:13:26,5:10:02,5:15:02
I,1,5:12:12,5:13:27,5:19:57,5:13:08,5:19:10,5:13:26,5:20:03,5:15:02,5:21:53
I,1,5:15:27,5:19:57,5:25:15,5:19:10,5:24:10,5:20:03,5:25:16,5:21:53,5:27:17
I,1,5:24:12,5:25:15,5:30:50,5:24:12,5:29:41,5:25:16,5:30:53,5:27:17,5:32:33
II,1,0:00:00,0:00:00,0:02:01,0:00:00,0:02:01,0:00:00,0:02:19,0:00:00,0:03:33
II,1,0:00:00,0:02:01,0:05:14,0:02:01,0:05:14,0:02:19,0:05:50,0:03:33,0:06:45
II,1,0:00:00,0:05:14,0:08:01,0:05:14,0:08:28,0:05:50,0:09:59,0:06:45,0:10:42
II,1,0:00:00,0:08:01,0:10:45,0:08:28,0:11:11,0:09:59,0:13:38,0:10:42,0:14:55
II,1,0:00:00,0:10:45,0:13:38,0:11:11,0:13:47,0:13:38,0:17:09,0:14:55,0:18:52
II,1,0:44:04,0:44:04,0:46:38,0:44:04,0:46:43,0:44:04,0:47:23,0:44:04,0:47:31
II,1,0:44:04,0:46:38,0:50:18,0:46:43,0:50:19,0:47:23,0:50:59,0:47:31,0:52:33
II,1,1:08:07,1:08:07,1:12:56,1:08:07,1:12:52,1:08:07,1:13:29,1:08:07,1:13:41
II,1,1:08:07,1:12:56,1:17:53,1:12:52,1:17:16,1:13:29,1:19:17,1:13:41,1:19:20
II,1,1:28:22,1:28:22,1:31:47,1:28:22,1:31:56,1:28:22,1:32:17,1:28:22,1:32:07
II,1,1:28:22,1:31:47,1:37:51,1:31:56,1:37:16,1:32:17,1:36:51,1:32:07,1:37:18
II,1,1:32:32,1:37:51,1:42:18,1:37:16,1:41:47,1:36:51,1:41:37,1:37:18,1:42:15
II,1,1:32:32,1:42:18,1:48:12,1:41:47,1:47:37,1:41:37,1:47:17,1:42:15,1:47:47
II,1,2:08:27,2:08:27,2:13:33,2:08:27,2:13:42,2:08:27,2:14:03,2:08:27,2:13:53
II,1,2:08:27,2:13:33,2:19:42,2:13:42,2:19:42,2:14:03,2:19:50,2:13:53,2:19:29
II,1,2:24:22,2:24:22,2:29:11,2:24:22,2:29:15,2:24:22,2:29:30,2:24:22,2:29:41
II,1,2:24:22,2:29:11,2:35:05,2:29:15,2:35:05,2:29:30,2:35:10,2:29:41,2:35:13
II,1,2:37:02,2:37:02,2:42:27,2:37:02,2:42:06,2:37:02,2:42:25,2:37:02,2:42:40
II,1,2:37:02,2:42:27,2:48:20,2:42:06,2:48:03,2:42:25,2:48:13,2:42:40,2:48:19
II,1,2:41:07,2:48:20,2:52:00,2:48:03,2:51:44,2:48:13,2:52:15,2:48:19,2:52:12
II,1,2:41:07,2:52:00,2:57:38,2:51:44,2:57:22,2:52:15,2:56:49,2:52:12,2:57:22
II,1,2:47:02,2:57:38,3:00:57,2:57:22,3:00:41,2:56:49,3:00:29,2:57:22,3:00:52
II,1,2:47:02,3:00:57,3:06:27,3:00:41,3:06:11,3:00:29,3:04:54,3:00:52,3:05:54
II,1,2:49:07,3:06:27,3:11:01,3:06:11,3:10:41,3:04:54,3:09:38,3:05:54,3:10:50
II,1,2:49:07,3:11:01,3:16:50,3:10:41,3:16:38,3:09:38,3:15:22,3:10:50,3:16:28
II,1,3:22:27,3:22:27,3:28:02,3:22:27,3:28:06,3:22:27,3:27:50,3:22:27,3:28:01
II,1,3:22:27,3:28:02,3:32:47,3:28:06,3:32:47,3:27:50,3:33:37,3:28:01,3:33:40
II,1,3:24:37,3:32:47,3:36:56,3:32:47,3:36:47,3:33:37,3:37:58,3:33:40,3:37:52
II,1,3:24:37,3:36:56,3:42:42,3:36:47,3:42:43,3:37:58,3:43:42,3:37:52,3:43:35
II,1,3:27:32,3:42:42,3:46:55,3:42:43,3:47:00,3:43:42,3:47:43,3:43:35,3:47:47
II,1,3:27:32,3:46:55,3:51:36,3:47:00,3:51:37,3:47:43,3:53:27,3:47:47,3:53:23
II,1,3:55:37,3:55:37,4:01:09,3:55:37,4:01:00,3:55:37,4:01:20,3:55:37,4:01:11
II,1,3:55:37,4:01:09,4:06:37,4:01:00,4:07:03,4:01:20,4:07:12,4:01:11,4:06:50
II,1,3:58:57,4:06:37,4:10:57,4:07:03,4:11:29,4:07:12,4:11:13,4:06:50,4:10:43
II,1,3:58:57,4:10:57,4:15:58,4:11:29,4:16:22,4:11:13,4:15:47,4:10:43,4:15:53
II,1,4:05:42,4:15:58,4:21:08,4:16:22,4:21:24,4:15:47,4:20:33,4:15:53,4:20:50
II,1,4:05:42,4:21:08,4:25:37,4:21:24,4:25:58,4:20:33,4:26:14,4:20:50,4:26:29
II,1,4:13:37,4:25:37,4:29:14,4:25:58,4:29:31,4:26:14,4:29:35,4:26:29,4:29:57
II,1,4:13:37,4:29:14,4:33:16,4:29:31,4:33:38,4:29:35,4:33:11,4:29:57,4:35:14
II,1,4:32:27,4:33:16,4:37:28,4:33:38,4:37:51,4:33:11,4:37:00,4:35:14,4:38:53
II,1,4:32:27,4:37:28,4:42:29,4:37:51,4:42:44,4:37:00,4:41:33,4:38:53,4:44:03
II,1,4:41:27,4:42:29,4:48:14,4:42:44,4:48:29,4:41:33,4:46:55,4:44:03,4:49:15
II,1,4:41:27,4:48:14,4:53:31,4:48:29,4:53:21,4:46:55,4:52:46,4:49:15,4:54:55
II,1,4:51:12,4:53:31,4:58:16,4:53:21,4:58:06,4:52:46,4:57:07,4:54:55,4:59:06
II,1,5:06:47,5:06:47,5:12:45,5:06:47,5:12:50,5:06:47,5:12:10,5:06:47,5:12:21
II,1,5:27:47,5:27:47,5:32:18,5:27:47,5:32:09,5:27:47,5:31:42,5:27:47,5:31:35
II,1,5:29:52,5:32:18,5:39:00,5:32:09,5:38:45,5:31:42,5:38:38,5:31:35,5:38:30
I,2,0:00:00,0:00:00,0:02:12,0:00:00,0:02:17,0:00:00,0:02:44,0:00:00,0:03:02
I,2,0:00:00,0:00:00,0:02:57,0:00:00,0:03:03,0:00:00,0:03:25,0:00:00,0:03:48
I,2,0:00:00,0:02:12,0:04:13,0:02:17,0:04:21,0:02:44,0:04:50,0:03:02,0:05:30
I,2,0:00:00,0:02:57,0:05:28,0:03:03,0:05:17,0:03:25,0:05:39,0:03:48,0:06:28
I,2,0:00:00,0:04:13,0:06:18,0:04:21,0:06:27,0:04:50,0:06:55,0:05:30,0:07:54
I,2,0:00:00,0:05:28,0:07:33,0:05:17,0:07:23,0:05:39,0:07:45,0:06:28,0:08:53
I,2,0:00:00,0:06:18,0:08:02,0:06:27,0:08:02,0:06:55,0:09:01,0:07:54,0:10:20
I,2,0:00:00,0:07:33,0:09:58,0:07:23,0:09:49,0:07:45,0:10:42,0:08:53,0:12:08
I,2,0:00:00,0:08:02,0:12:54,0:08:02,0:12:55,0:09:01,0:11:57,0:10:20,0:13:34
I,2,0:00:00,0:09:58,0:15:35,0:09:49,0:15:12,0:10:42,0:14:07,0:12:08,0:15:53
I,2,0:51:54,0:51:54,0:54:48,0:51:54,0:54:48,0:51:54,0:55:43,0:51:54,0:55:07
I,2,0:51:54,0:51:54,0:55:42,0:51:54,0:55:53,0:51:54,0:56:05,0:51:54,0:55:53
I,2,0:55:09,0:55:09,0:58:38,0:55:09,0:58:49,0:55:43,0:59:57,0:55:09,0:59:09
I,2,0:55:09,0:55:42,1:00:19,0:55:53,1:00:20,0:56:05,1:00:26,0:55:53,0:59:59
I,2,1:34:52,1:34:52,1:37:48,1:34:52,1:37:39,1:34:52,1:38:12,1:34:52,1:37:58
I,2,1:34:52,1:34:52,1:37:57,1:34:52,1:37:48,1:34:52,1:38:34,1:34:52,1:38:36
I,2,1:38:07,1:38:07,1:41:55,1:38:07,1:41:10,1:38:12,1:43:04,1:38:07,1:41:30
I,2,1:38:07,1:38:07,1:42:27,1:38:07,1:42:36,1:38:34,1:43:04,1:38:36,1:42:50
I,2,2:02:57,2:02:57,2:06:41,2:02:57,2:06:41,2:02:57,2:06:42,2:02:57,2:06:36
I,2,2:02:57,2:02:57,2:08:32,2:02:57,2:08:37,2:02:57,2:08:50,2:02:57,2:08:38
I,2,2:06:12,2:06:41,2:10:06,2:06:41,2:10:06,2:06:42,2:10:19,2:06:36,2:10:02
I,2,2:06:12,2:08:32,2:13:11,2:08:37,2:13:11,2:08:50,2:13:17,2:08:38,2:12:51
I,2,2:17:27,2:17:27,2:20:26,2:17:27,2:20:26,2:17:27,2:20:26,2:17:27,2:20:21
I,2,2:17:27,2:17:27,2:21:47,2:17:27,2:21:48,2:17:27,2:22:01,2:17:27,2:21:48
I,2,2:20:42,2:20:42,2:23:09,2:20:42,2:23:24,2:20:42,2:23:25,2:20:42,2:23:36
I,2,2:20:42,2:21:47,2:26:57,2:21:48,2:26:57,2:22:01,2:27:03,2:21:48,2:26:06
I,2,2:27:42,2:27:42,2:31:39,2:27:42,2:31:40,2:27:42,2:31:46,2:27:42,2:30:56
I,2,2:27:42,2:27:42,2:31:46,2:27:42,2:32:28,2:27:42,2:31:54,2:27:42,2:31:42
I,2,2:30:57,2:31:39,2:36:26,2:31:40,2:36:05,2:31:46,2:36:36,2:30:57,2:36:09
I,2,2:30:57,2:31:46,2:36:49,2:32:28,2:36:50,2:31:54,2:36:56,2:31:42,2:36:30
I,2,2:55:12,2:55:12,2:58:22,2:55:12,2:58:23,2:55:12,2:58:24,2:55:12,2:58:14
I,2,2:55:12,2:55:12,2:58:49,2:55:12,2:58:49,2:55:12,2:58:50,2:55:12,2:58:48
I,2,3:10:56,3:10:56,3:14:33,3:10:56,3:14:33,3:10:56,3:14:33,3:10:56,3:13:58
I,2,3:10:56,3:10:56,3:14:35,3:10:56,3:15:17,3:10:56,3:14:44,3:10:56,3:14:31
I,2,3:17:52,3:17:52,3:20:51,3:17:52,3:20:51,3:17:52,3:20:52,3:17:52,3:20:46
I,2,3:17:52,3:17:52,3:21:47,3:17:52,3:21:57,3:17:52,3:21:57,3:17:52,3:22:14
I,2,3:50:12,3:50:12,3:53:18,3:50:12,3:53:18,3:50:12,3:53:19,3:50:12,3:53:13
I,2,3:50:12,3:50:12,3:54:43,3:50:12,3:55:20,3:50:12,3:54:46,3:50:12,3:54:34
I,2,4:01:37,4:01:37,4:04:40,4:01:37,4:04:40,4:01:37,4:04:40,4:01:37,4:04:35
I,2,4:01:37,4:01:37,4:05:37,4:01:37,4:05:42,4:01:37,4:05:42,4:01:37,4:05:59
I,2,4:17:42,4:17:42,4:20:48,4:17:42,4:20:48,4:17:42,4:20:49,4:17:42,4:20:43
I,2,4:17:42,4:17:42,4:22:13,4:17:42,4:22:50,4:17:42,4:22:16,4:17:42,4:22:04
I,2,4:20:57,4:20:57,4:24:48,4:20:57,4:24:58,4:20:57,4:24:25,4:20:57,4:24:07
I,2,4:20:57,4:22:13,4:27:20,4:22:50,4:27:20,4:22:16,4:27:27,4:22:04,4:26:30
I,2,4:29:37,4:29:37,4:32:36,4:29:37,4:32:36,4:29:37,4:32:37,4:29:37,4:32:31
I,2,4:29:37,4:29:37,4:33:42,4:29:37,4:33:42,4:29:37,4:33:42,4:29:37,4:33:59
I,2,4:52:57,4:52:57,4:58:19,4:52:57,4:58:14,4:52:57,4:58:14,4:52:57,4:58:31
I,2,4:56:12,4:56:12,5:00:16,4:56:12,5:00:09,4:56:12,5:00:11,4:56:12,5:00:34
I,2,4:59:27,4:59:27,5:03:43,4:59:27,5:04:29,4:59:27,5:04:23,4:59:27,5:04:17
I,2,5:08:57,5:08:57,5:13:27,5:08:57,5:13:30,5:08:57,5:12:47,5:08:57,5:12:44
I,2,5:12:12,5:12:12,5:17:44,5:12:12,5:17:21,5:12:12,5:17:15,5:12:12,5:17:39
I,2,5:15:27,5:15:27,5:20:13,5:15:27,5:20:13,5:15:27,5:19:39,5:15:27,5:19:28
I,2,5:24:12,5:24:12,5:28:55,5:24:12,5:28:50,5:24:12,5:28:16,5:24:12,5:28:04
II,2,0:00:00,0:00:00,0:02:01,0:00:00,0:02:01,0:00:00,0:02:19,0:00:00,0:03:33
II,2,0:00:00,0:00:00,0:02:46,0:00:00,0:02:57,0:00:00,0:03:05,0:00:00,0:04:19
II,2,0:00:00,0:02:01,0:04:40,0:02:01,0:05:08,0:02:19,0:06:20,0:03:33,0:07:14
II,2,0:00:00,0:02:46,0:05:56,0:02:57,0:06:14,0:03:05,0:07:15,0:04:19,0:08:05
II,2,0:00:00,0:04:40,0:07:37,0:05:08,0:07:47,0:06:20,0:09:55,0:07:14,0:11:22
II,2,0:44:04,0:44:04,0:46:17,0:44:04,0:46:17,0:44:04,0:46:35,0:44:04,0:47:31
II,2,0:44:04,0:44:04,0:46:38,0:44:04,0:46:43,0:44:04,0:47:20,0:44:04,0:47:49
II,2,1:08:07,1:08:07,1:12:31,1:08:07,1:11:55,1:08:07,1:12:50,1:08:07,1:12:31
II,2,1:08:07,1:08:07,1:12:56,1:08:07,1:12:52,1:08:07,1:13:29,1:08:07,1:13:41
II,2,1:28:22,1:28:22,1:31:47,1:28:22,1:31:56,1:28:22,1:31:02,1:28:22,1:32:07
II,2,1:28:22,1:28:22,1:33:12,1:28:22,1:32:36,1:28:22,1:32:17,1:28:22,1:32:16
II,2,1:32:32,1:33:12,1:37:29,1:32:36,1:36:53,1:32:32,1:37:40,1:32:32,1:36:36
II,2,1:32:32,1:32:32,1:38:09,1:32:32,1:38:07,1:32:32,1:38:01,1:32:32,1:38:55
II,2,2:08:27,2:08:27,2:13:21,2:08:27,2:13:21,2:08:27,2:13:07,2:08:27,2:12:47
II,2,2:08:27,2:08:27,2:13:33,2:08:27,2:13:42,2:08:27,2:14:03,2:08:27,2:13:53
II,2,2:24:22,2:24:22,2:29:11,2:24:22,2:29:13,2:24:22,2:28:58,2:24:22,2:28:38
II,2,2:24:22,2:24:22,2:29:12,2:24:22,2:29:15,2:24:22,2:29:30,2:24:22,2:29:41
II,2,2:37:02,2:37:02,2:42:00,2:37:02,2:42:00,2:37:02,2:41:45,2:37:02,2:41:26
II,2,2:37:02,2:37:02,2:42:14,2:37:02,2:42:10,2:37:02,2:42:24,2:37:02,2:42:36
II,2,2:41:07,2:42:00,2:45:40,2:42:00,2:45:41,2:41:45,2:45:47,2:41:26,2:45:18
II,2,2:41:07,2:42:14,2:46:56,2:42:10,2:46:57,2:42:24,2:46:09,2:42:36,2:47:46
II,2,2:47:02,2:47:02,2:51:17,2:47:02,2:51:18,2:47:02,2:50:00,2:47:46,2:51:35
II,2,2:47:02,2:47:02,2:51:43,2:47:02,2:51:44,2:47:02,2:51:48,2:47:02,2:52:36
II,2,2:49:07,2:51:43,2:56:03,2:51:44,2:56:04,2:50:00,2:54:53,2:51:35,2:55:54
II,2,2:49:07,2:51:17,2:57:39,2:51:18,2:57:36,2:51:48,2:57:35,2:52:36,2:58:11
II,2,3:22:27,3:22:27,3:27:25,3:22:27,3:27:25,3:22:27,3:27:11,3:22:27,3:26:51
II,2,3:22:27,3:22:27,3:28:02,3:22:27,3:28:06,3:22:27,3:27:50,3:22:27,3:28:01
II,2,3:24:37,3:27:25,3:31:34,3:27:25,3:31:25,3:27:11,3:31:32,3:26:51,3:31:03
II,2,3:24:37,3:28:02,3:32:40,3:28:06,3:32:40,3:27:50,3:33:30,3:28:01,3:33:33
II,2,3:27:32,3:32:40,3:36:40,3:32:40,3:36:40,3:33:30,3:37:02,3:33:33,3:37:30
II,2,3:27:32,3:31:34,3:38:09,3:31:25,3:38:15,3:31:32,3:38:07,3:31:03,3:37:57
II,2,3:55:37,3:55:37,3:59:36,3:55:37,4:00:35,3:55:37,4:00:21,3:55:37,4:00:01
II,2,3:55:37,3:55:37,4:01:09,3:55:37,4:01:00,3:55:37,4:01:20,3:55:37,4:01:11
II,2,3:58:57,3:59:36,4:03:52,4:00:35,4:05:01,4:00:21,4:04:22,4:00:01,4:03:53
II,2,3:58:57,4:01:09,4:06:38,4:01:00,4:06:38,4:01:20,4:05:54,4:01:11,4:06:27
II,2,4:05:42,4:06:38,4:10:54,4:06:38,4:10:55,4:05:54,4:09:56,4:06:27,4:10:09
II,2,4:05:42,4:05:42,4:11:11,4:05:42,4:11:53,4:05:42,4:11:36,4:05:42,4:11:02
II,2,4:13:37,4:13:37,4:17:15,4:13:37,4:17:11,4:13:37,4:16:09,4:13:37,4:17:05
II,2,4:13:37,4:13:37,4:17:16,4:13:37,4:17:16,4:13:37,4:16:54,4:13:37,4:17:23
II,2,4:32:27,4:32:27,4:36:06,4:32:27,4:36:07,4:32:27,4:34:59,4:32:27,4:35:55
II,2,4:32:27,4:32:27,4:36:20,4:32:27,4:36:29,4:32:27,4:36:05,4:32:27,4:36:13
II,2,4:41:27,4:41:27,4:46:25,4:41:27,4:45:14,4:41:27,4:46:11,4:41:27,4:45:51
II,2,4:41:27,4:41:27,4:47:34,4:41:27,4:47:35,4:41:27,4:47:10,4:41:27,4:47:01
II,2,4:51:12,4:51:12,4:57:05,4:51:12,4:57:05,4:51:12,4:56:41,4:51:12,4:56:32
II,2,5:06:47,5:06:47,5:12:45,5:06:47,5:12:49,5:06:47,5:12:10,5:06:47,5:12:21
II,2,5:27:47,5:27:47,5:32:18,5:27:47,5:32:09,5:27:47,5:31:42,5:27:47,5:31:35
II,2,5:29:52,5:29:52,5:36:01,5:29:52,5:35:52,5:29:52,5:35:30,5:29:52,5:35:19
